93.48,52.15,82.13,83.13
91.39,43.88,79.05,73.41
84.20,33.79,71.44,62.05
77.76,24.41,64.98,51.55
70.66,14.11,61.14,42.55
74.52,15.17,67.92,42.38
79.13,15.75,78.83,40.75
83.59,15.37,87.83,37.97
87.91,14.21,95.47,35.93
91.76,12.42,103.02,31.32
95.93,9.35,110.62,25.73
99.13,6.19,116.07,21.75
101.99,2.62,120.85,15.79
104.78,-2.17,125.55,7.71
106.48,-6.36,129.21,1.35
107.73,-10.73,131.10,-5.26
108.87,-16.26,133.48,-11.84
109.59,-21.04,135.40,-17.91
110.09,-25.51,137.94,-22.58
110.70,-30.50,139.43,-26.54
111.42,-35.19,140.99,-30.13
112.34,-39.74,142.55,-32.80
113.75,-44.78,144.10,-34.62
115.25,-48.78,144.83,-36.57
117.04,-52.85,146.00,-39.22
119.36,-57.46,147.56,-42.33
121.46,-61.15,148.03,-45.19
123.78,-64.77,148.58,-47.90
126.47,-69.23,152.08,-55.62
127.85,-73.25,151.49,-69.11
128.09,-77.59,151.05,-78.99
126.89,-82.86,147.26,-91.18
124.89,-86.77,143.56,-98.42
122.26,-90.33,138.87,-104.76
117.46,-94.56,129.68,-112.86
113.61,-96.84,124.23,-117.24
109.49,-98.64,117.22,-120.30
103.01,-100.25,106.33,-123.01
98.52,-100.75,100.35,-124.68
94.01,-100.97,94.60,-125.97
86.97,-100.80,85.07,-126.73
82.53,-100.62,82.28,-129.62
78.03,-100.54,77.29,-130.53
71.78,-100.49,72.01,-131.49
67.49,-100.78,71.59,-132.52
63.36,-101.43,69.13,-132.90
59.22,-102.28,66.38,-133.47
53.62,-103.77,63.19,-135.35
49.46,-105.11,59.85,-135.38
45.52,-106.57,57.36,-136.30
40.33,-108.80,53.72,-137.86
36.34,-110.76,50.66,-138.25
32.40,-112.59,44.22,-141.25
27.37,-114.64,38.59,-142.46
23.75,-116.10,34.96,-143.93
47.83,-126.52,18.94,-137.75
47.83,-126.52,17.07,-138.48
46.57,-123.26,16.70,-134.74
45.10,-119.38,15.13,-130.61
43.66,-115.49,13.60,-126.47
41.67,-109.89,11.40,-120.27
40.26,-105.75,9.95,-116.01
38.90,-101.77,7.73,-112.60
36.99,-96.28,5.82,-107.11
35.48,-91.99,4.40,-103.07
34.02,-87.90,2.00,-99.31
31.59,-82.64,3.02,-99.16
29.48,-78.95,0.78,-95.24
27.26,-75.15,-1.04,-92.13
24.14,-70.13,-3.60,-88.01
21.82,-66.65,-4.57,-84.74
19.40,-63.19,-6.62,-81.81
16.80,-59.64,-7.97,-78.29
13.14,-54.97,-10.93,-74.50
10.48,-51.77,-13.11,-71.88
7.86,-48.43,-16.47,-65.98
4.33,-43.30,-20.76,-59.75
2.08,-39.83,-23.20,-55.98
-0.21,-36.42,-24.68,-53.78
-3.79,-31.14,-29.00,-47.40
-6.16,-27.76,-30.85,-46.51
-11.11,-21.93,-33.61,-43.25
-15.36,-17.21,-38.11,-36.77
-18.01,-14.04,-41.30,-32.95
-20.56,-10.83,-44.30,-29.16
-24.28,-5.89,-48.40,-23.74
-27.03,-2.30,-50.62,-20.82
-29.75,0.80,-51.19,-20.18
-32.51,3.81,-55.19,-15.84
-32.86,-23.27,-55.76,-2.36
-32.19,-22.53,-56.47,-0.18
-29.54,-19.55,-54.62,1.90
-26.64,-16.28,-50.19,5.40
-22.23,-11.54,-44.78,9.73
-19.33,-8.42,-42.23,12.48
-16.22,-5.18,-37.37,16.10
-13.14,-2.18,-34.45,20.33
-9.00,2.77,-33.29,18.62
-6.55,6.30,-29.09,22.91
-3.75,9.82,-25.03,28.03
0.80,14.73,-18.94,34.59
3.90,17.64,-14.69,38.58
7.34,20.53,-10.03,42.49
12.95,24.66,-3.44,48.59
16.45,27.16,-1.49,51.21
20.05,29.89,1.82,53.71
28.89,37.03,9.44,59.86
31.93,39.93,9.30,61.11
37.66,44.02,25.35,71.38
41.21,45.87,24.36,74.24
47.89,49.89,30.70,78.06
53.40,53.91,30.48,80.37
56.49,56.86,31.23,81.08
59.25,60.13,31.96,80.40
63.20,66.04,34.86,82.95
65.47,69.66,37.92,87.81
68.68,74.55,41.04,92.59
72.59,80.36,47.13,98.04
76.96,86.55,51.78,104.63
81.00,92.13,55.97,110.42
83.81,95.48,61.43,116.93
86.49,98.59,61.99,117.58
90.70,104.14,65.02,123.22
93.32,107.64,67.71,126.83
95.91,111.11,70.22,130.20
98.36,114.43,72.60,133.41
102.49,120.16,75.53,139.19
104.78,123.42,76.93,142.91
78.76,118.61,97.25,145.94
78.76,118.61,96.13,144.29
81.56,116.73,99.28,143.38
84.95,114.50,102.45,141.29
88.42,112.21,106.13,138.86
94.58,107.88,113.63,134.84
86.83,93.75,103.54,123.35
80.08,80.48,94.23,111.39
76.14,65.86,87.04,97.01
71.48,51.90,82.12,83.13
